Direction,Elevator,Floor,Layout,Region,Renovation,Size,age,Price
9,2,30,9,1,3,80.0,8,388.0
9,1,28,17,1,2,237.0,17,1100.0
9,1,7,16,1,3,121.0,11,1056.0
2,1,26,24,1,2,208.0,21,1120.0
3,1,29,9,1,2,77.0,16,430.0
9,0,6,17,1,3,130.0,20,650.0
13,1,18,9,1,2,80.0,21,495.0
4,1,24,3,1,2,80.0,20,468.0
7,1,16,9,1,3,94.0,16,460.0
9,1,12,16,1,2,90.0,22,550.0
9,0,6,16,1,2,71.0,23,440.0
13,1,29,10,1,3,104.0,19,620.0
7,2,22,17,1,3,203.0,13,1450.0
3,1,19,9,1,3,108.0,17,560.0
13,1,28,16,1,2,130.0,19,990.0
7,0,6,10,1,3,122.0,21,545.0
9,2,12,16,1,3,128.0,19,630.0
0,1,30,16,1,3,117.0,20,760.0
9,0,7,18,1,2,173.0,19,655.0
9,0,6,9,1,2,79.0,35,420.0
9,1,15,17,1,2,163.0,16,1100.0
9,0,6,2,1,2,69.0,17,420.0
1,2,30,17,1,2,129.0,18,770.0
3,1,12,9,1,2,72.0,18,355.0
13,1,24,10,1,3,102.0,17,580.0
1,2,16,9,1,3,91.0,15,550.0
13,1,24,9,1,2,123.0,19,680.0
13,1,18,17,1,3,114.0,21,800.0
7,1,17,9,1,3,65.0,10,430.0
0,2,24,9,1,2,92.0,19,560.0
0,1,22,9,1,3,103.0,16,630.0
13,1,29,16,1,2,119.0,16,608.0
1,2,18,16,1,3,82.0,23,450.0
9,1,15,16,1,2,124.0,15,650.0
2,1,14,16,1,3,145.0,19,840.0
1,1,21,17,1,3,126.0,21,750.0
9,1,6,17,1,3,143.0,16,1000.0
12,1,20,9,1,3,118.0,21,638.0
7,1,22,9,1,0,93.0,17,369.0
2,1,22,9,1,0,98.0,17,380.0
9,1,14,17,1,2,169.0,16,950.0
9,0,6,9,1,2,88.0,21,510.0
9,2,6,9,1,2,59.0,28,335.0
3,2,14,16,1,3,95.0,22,530.0
9,2,6,9,1,2,87.0,19,454.0
7,1,21,9,1,2,103.0,17,510.0
2,1,26,1,1,3,43.0,13,239.0
9,0,4,16,1,2,183.0,15,940.0
9,2,15,17,1,3,151.0,15,1380.0
7,2,10,9,1,0,89.0,11,450.0
3,1,14,10,1,3,94.0,15,620.0
9,0,6,25,1,2,133.0,21,510.0
3,1,14,17,1,3,145.0,14,750.0
4,1,27,9,1,3,74.0,13,470.0
9,1,25,24,1,1,155.0,13,610.0
1,0,6,9,1,3,50.0,32,257.0
1,1,21,2,1,3,60.0,13,510.0
7,0,6,2,1,3,63.0,25,320.0
1,2,20,17,1,3,142.0,21,620.0
7,1,30,25,1,3,258.0,18,1800.0
7,1,22,2,1,2,58.0,13,405.0
2,1,12,2,1,2,65.0,31,286.0
4,1,13,2,1,0,49.0,17,300.0
7,1,18,2,1,2,76.0,13,645.0
11,1,20,1,1,2,47.0,17,305.0
2,1,15,9,1,3,94.0,13,425.0
9,0,6,16,1,2,88.0,25,453.0
7,1,21,2,1,2,70.0,17,337.0
9,0,6,9,1,3,96.0,16,500.0
9,1,16,17,1,3,130.0,15,872.0
0,0,7,2,1,2,57.0,20,360.0
9,1,22,17,1,3,131.0,15,790.0
12,1,20,9,1,2,81.0,16,550.0
9,2,6,17,1,3,144.0,19,650.0
9,0,6,2,1,0,75.0,19,370.0
9,2,6,16,1,1,56.0,36,336.0
13,1,21,16,1,3,101.0,18,620.0
9,0,6,9,1,2,78.0,21,500.0
2,1,24,16,1,0,129.0,17,850.0
13,1,27,9,1,0,97.0,27,585.0
9,1,10,17,1,3,117.0,16,800.0
9,1,12,10,1,3,95.0,16,730.0
9,0,6,16,1,3,68.0,31,444.0
9,0,6,9,1,3,71.0,28,403.0
12,0,6,9,1,2,53.0,22,237.0
9,1,17,16,1,3,130.0,15,698.0
9,0,6,16,1,2,65.0,26,410.0
9,0,6,10,1,2,101.0,21,478.0
13,1,22,10,1,3,104.0,18,540.0
3,1,19,9,1,3,108.0,17,540.0
9,0,6,9,1,2,56.0,25,358.0
1,1,21,17,1,2,139.0,21,720.0
7,1,24,10,1,3,135.0,16,780.0
9,1,24,16,1,2,81.0,21,405.0
7,1,18,16,1,2,91.0,23,470.0
13,1,24,9,1,2,74.0,15,480.0
3,0,7,9,1,2,103.0,19,480.0
13,1,24,9,1,3,95.0,20,570.0
9,1,14,16,1,2,112.0,19,640.0
12,1,18,16,1,3,115.0,24,670.0
12,1,24,16,1,3,114.0,13,565.0
13,2,24,9,1,0,61.0,30,348.0
3,2,11,9,1,2,127.0,16,650.0
9,1,14,9,1,0,60.0,26,395.0
2,2,21,16,1,3,139.0,16,876.0
3,1,29,10,1,0,89.0,11,425.0
7,2,10,9,1,0,89.0,11,450.0
12,1,20,2,1,2,56.0,14,273.0
3,0,6,9,1,3,85.0,19,385.0
9,2,11,9,1,2,94.0,15,425.9
9,0,6,16,1,0,98.0,26,570.0
2,1,21,24,1,3,147.0,15,850.0
2,0,7,16,1,2,104.0,23,530.0
9,1,13,25,1,2,144.0,17,610.0
7,1,20,10,1,3,79.0,12,670.0
9,1,14,16,1,2,116.0,23,582.0
9,1,19,10,1,3,112.0,17,730.0
2,2,15,9,1,2,81.0,23,450.0
2,0,14,9,1,2,79.0,21,510.0
9,0,6,16,1,3,71.0,31,465.0
3,1,14,9,1,2,77.0,21,430.0
9,1,10,16,1,2,112.0,16,700.0
1,1,24,16,1,2,117.0,21,700.0
11,2,22,2,1,2,68.0,15,385.0
3,1,14,24,1,2,234.0,24,900.0
2,1,24,16,1,3,99.0,22,605.0
0,1,24,9,1,2,98.0,18,636.0
13,2,30,9,1,3,104.0,18,610.0
0,1,24,9,1,2,91.0,20,600.0
9,1,21,16,1,3,139.0,13,1260.0
0,1,31,9,1,2,127.0,21,670.0
13,1,19,17,1,3,150.0,15,1130.0
9,0,6,9,1,2,72.0,24,300.0
9,1,16,16,1,3,142.0,21,697.0
9,0,6,10,1,2,101.0,21,478.0
0,2,12,9,1,2,65.0,29,345.0
9,0,5,9,1,0,55.0,33,240.0
3,0,4,16,1,3,108.0,11,696.0
0,1,22,9,1,2,106.0,19,460.0
13,1,24,9,1,0,91.0,21,580.0
9,2,25,16,1,3,159.0,18,1100.0
9,0,6,9,1,2,53.0,29,295.0
3,0,6,9,1,0,59.0,41,326.0
7,1,14,10,1,2,85.0,23,360.0
9,0,6,9,1,1,68.0,23,412.0
9,2,16,16,1,2,108.0,16,553.0
2,2,18,16,1,2,101.0,22,490.0
9,2,6,9,1,1,55.0,31,266.0
7,1,15,10,1,2,90.0,11,613.0
9,2,6,16,1,2,90.0,10,652.0
9,2,6,9,1,3,74.0,14,375.0
2,2,25,16,1,0,96.0,26,550.0
7,1,25,9,1,2,76.0,20,420.0
7,1,22,9,1,3,102.0,19,660.0
12,1,24,9,1,3,115.0,21,633.0
9,2,6,10,1,2,100.0,18,600.0
7,2,17,16,1,2,147.0,13,970.0
9,0,6,9,1,0,92.0,19,440.0
13,1,29,9,1,2,69.0,11,320.0
2,2,28,17,1,3,122.0,16,540.0
9,1,14,9,1,3,58.0,26,375.0
9,2,16,2,1,2,63.0,22,378.0
11,1,18,1,1,2,59.0,18,295.0
7,2,22,2,1,2,64.0,13,480.0
7,0,6,9,1,3,55.0,33,293.0
7,1,14,2,1,3,63.0,26,385.0
7,2,24,10,1,0,204.0,19,1050.0
7,1,11,1,1,2,54.0,15,360.0
11,1,13,2,1,2,60.0,17,290.0
13,1,22,2,1,3,61.0,13,445.0
9,2,16,3,1,2,58.0,15,275.0
0,2,25,2,1,2,48.0,9,229.0
7,2,5,9,1,3,50.0,36,298.0
9,1,14,9,1,0,77.0,21,410.0
4,1,16,2,1,2,62.0,17,381.0
4,1,20,2,1,2,59.0,17,380.0
9,0,6,16,1,0,74.0,23,420.0
9,0,6,9,1,2,63.0,33,390.0
11,1,22,9,1,3,123.0,16,730.0
4,2,18,2,1,0,47.0,15,319.0
9,0,6,9,1,2,65.0,24,368.0
4,1,24,1,1,2,39.0,18,260.0
7,2,6,2,1,3,43.0,32,299.0
13,2,25,9,1,2,100.0,23,500.0
9,0,6,9,1,2,53.0,41,275.0
2,1,15,2,1,2,64.0,15,330.0
9,0,6,2,1,2,55.0,24,288.0
11,2,25,2,1,2,48.0,9,238.0
7,1,22,2,1,0,69.0,19,330.0
7,0,6,9,1,2,54.0,29,310.0
12,1,18,2,1,2,60.0,14,496.0
0,1,15,2,1,0,48.0,30,275.0
11,1,29,2,1,3,50.0,18,285.0
2,1,30,9,1,2,75.0,14,397.0
9,2,6,16,1,2,68.0,31,288.0
2,1,14,16,1,2,80.0,29,538.0
13,2,21,9,1,3,83.0,19,560.0
2,2,24,17,1,2,146.0,20,690.0
2,1,20,9,1,2,71.0,25,355.0
7,2,12,10,1,0,84.0,15,568.0
4,2,21,9,1,0,56.0,14,308.0
7,1,16,9,1,2,91.0,18,549.0
9,1,15,17,1,0,95.0,10,695.0
7,1,24,9,1,3,50.0,30,380.0
2,2,6,9,1,2,56.0,31,317.0
9,2,6,9,1,2,67.0,23,388.0
9,2,6,9,1,0,55.0,34,400.0
7,1,24,9,1,3,87.0,13,385.0
9,1,12,17,1,0,127.0,22,720.0
9,0,7,33,1,2,198.0,17,750.0
4,2,21,2,1,0,46.0,17,255.0
12,2,23,1,1,3,52.0,13,290.0
7,2,16,2,1,2,66.0,16,370.0
11,1,21,2,1,2,64.0,17,310.0
1,1,18,9,1,2,84.0,23,430.0
3,0,6,17,1,3,126.0,20,560.0
9,1,12,33,1,2,178.0,18,589.0
7,2,24,10,1,0,204.0,19,1050.0
7,1,14,2,1,3,63.0,26,385.0
0,1,24,24,1,3,184.0,18,1000.0
7,1,21,10,1,3,113.0,15,890.0
9,2,6,33,1,2,194.0,19,600.0
13,1,23,16,1,3,123.0,13,760.0
12,1,17,16,1,3,119.0,13,838.0
9,0,6,9,1,2,64.0,26,305.0
7,1,24,2,1,3,67.0,20,365.0
9,2,6,9,1,2,66.0,23,410.0
3,1,29,9,1,3,89.0,11,450.0
7,1,10,9,1,3,86.0,14,386.0
9,2,10,17,1,3,132.0,14,875.0
7,0,6,9,1,3,59.0,30,370.0
9,1,13,16,1,3,118.0,16,900.0
9,1,29,10,1,3,94.0,17,535.0
12,1,24,9,1,3,80.0,17,485.0
3,2,18,9,1,3,81.0,19,460.0
2,1,24,9,1,3,75.0,24,580.0
11,1,22,9,1,2,80.0,17,420.0
0,2,21,9,1,2,98.0,18,500.0
13,1,28,16,1,3,120.0,18,620.0
7,1,19,9,1,3,95.0,19,490.0
7,1,9,25,1,2,172.0,18,590.0
2,2,20,9,1,2,88.0,16,500.0
9,2,13,17,1,3,130.0,16,620.0
9,1,10,17,1,2,148.0,15,935.0
2,2,13,16,1,0,120.0,21,620.0
9,1,20,9,1,2,88.0,10,585.0
2,1,24,16,1,3,106.0,20,730.0
2,2,24,9,1,2,73.0,21,395.0
1,1,16,17,1,3,115.0,13,780.0
9,1,19,17,1,3,136.0,14,1200.0
2,1,24,9,1,3,78.0,22,550.0
3,0,6,2,1,2,54.0,26,245.0
9,0,6,16,1,2,100.0,16,598.0
7,0,6,9,1,2,59.0,30,380.0
12,1,21,9,1,2,102.0,18,490.0
9,1,11,17,1,2,116.0,23,697.0
7,1,10,9,1,3,86.0,14,386.0
9,2,10,17,1,3,132.0,14,875.0
9,1,13,16,1,3,118.0,16,900.0
7,0,6,9,1,3,59.0,30,370.0
3,2,18,9,1,3,81.0,19,460.0
9,1,29,10,1,3,94.0,17,535.0
9,2,27,17,1,2,152.0,18,820.0
7,1,28,9,1,3,95.0,18,750.0
2,1,24,9,1,3,75.0,24,580.0
2,1,22,17,1,3,148.0,21,1080.0
11,1,22,9,1,2,80.0,17,420.0
1,2,25,10,1,3,97.0,9,465.0
12,0,6,9,1,0,54.0,39,280.0
9,0,6,16,1,3,78.0,26,385.0
9,0,6,24,1,0,145.0,16,1250.0
9,2,6,9,1,2,49.0,37,275.0
2,1,15,9,1,3,74.0,15,400.0
13,1,20,16,1,3,124.0,14,590.0
7,2,26,16,1,3,141.0,20,736.5
13,1,28,16,1,3,120.0,18,620.0
9,2,6,9,1,3,71.0,29,430.0
12,1,23,9,1,3,89.0,17,480.0
13,1,23,17,1,2,122.0,13,759.0
12,1,25,9,1,2,77.0,14,340.0
9,1,13,2,1,3,74.0,21,380.0
9,2,11,9,1,2,98.0,18,413.0
3,2,6,9,1,3,63.0,31,300.0
9,1,14,9,1,3,119.0,19,590.0
7,2,19,17,1,2,179.0,31,1000.0
9,2,6,9,1,3,57.0,23,345.0
9,0,6,9,1,3,61.0,33,360.0
3,2,6,9,1,2,59.0,33,330.0
13,2,20,16,1,0,124.0,14,575.0
9,2,19,9,1,3,91.0,12,655.0
13,2,28,16,1,2,127.0,16,660.0
9,2,6,9,1,2,80.0,23,398.0
13,2,18,9,1,2,71.0,20,430.0
7,2,6,9,1,3,59.0,32,408.0
9,1,14,9,1,0,64.0,26,370.0
9,0,6,16,1,2,91.0,24,368.0
9,1,21,10,1,2,112.0,16,720.0
1,1,25,9,1,3,77.0,17,520.0
13,1,26,9,1,0,65.0,29,408.0
7,1,19,10,1,3,93.0,17,493.0
0,1,25,2,1,3,68.0,12,471.0
1,2,25,10,1,3,97.0,9,465.0
9,2,6,9,1,2,49.0,37,275.0
2,1,15,9,1,3,74.0,15,400.0
2,1,21,16,1,2,114.0,16,668.0
9,1,29,9,1,2,95.0,17,528.0
9,0,6,16,1,3,105.0,16,645.0
2,1,29,9,1,2,72.0,13,328.0
3,0,6,2,1,2,54.0,18,310.0
11,1,29,9,1,2,89.0,11,450.0
12,2,29,9,1,3,92.0,16,400.0
9,2,6,9,1,0,53.0,38,320.0
9,2,6,9,1,3,60.0,32,319.0
7,1,22,10,1,3,121.0,17,618.0
1,1,20,2,1,2,58.0,14,282.0
9,1,15,16,1,3,116.0,17,860.0
1,2,30,16,1,0,104.0,20,715.0
7,2,30,2,1,3,74.0,14,390.0
7,1,21,9,1,2,102.0,17,530.0
2,1,24,9,1,3,65.0,23,355.0
9,0,6,9,1,2,69.0,29,350.0
9,0,6,9,1,2,81.0,25,430.0
9,0,6,9,1,2,68.0,21,440.0
1,2,25,9,1,2,95.0,20,568.0
3,2,5,9,1,0,63.0,41,330.0
9,2,6,9,1,3,71.0,29,430.0
12,0,6,9,1,2,51.0,28,290.0
3,0,6,9,1,2,63.0,31,275.0
7,1,29,9,1,2,104.0,13,440.0
9,1,12,9,1,3,83.0,9,728.0
3,2,21,9,1,3,115.0,15,620.0
11,2,18,16,1,2,115.0,14,610.0
9,2,14,16,1,3,84.0,31,497.0
2,1,24,9,1,2,51.0,31,365.0
1,1,25,16,1,2,111.0,20,630.0
9,1,9,25,1,3,235.0,19,1100.0
9,1,6,41,1,3,335.0,13,2180.0
9,0,7,2,1,2,61.0,21,340.0
9,2,18,9,1,3,66.0,23,360.0
13,1,19,2,1,2,58.0,20,330.0
9,0,6,2,1,2,70.0,18,330.0
4,1,22,2,1,2,63.0,18,340.0
2,1,24,24,1,3,152.0,19,950.0
7,2,20,9,1,3,76.0,12,650.0
12,1,24,9,1,3,86.0,20,508.0
1,0,6,9,1,2,79.0,23,308.0
7,1,15,9,1,3,89.0,15,590.0
13,1,24,9,1,2,83.0,20,417.0
9,2,6,9,1,0,76.0,20,465.0
9,0,6,16,1,3,105.0,16,645.0
2,1,29,9,1,2,72.0,13,328.0
1,1,25,9,1,2,91.0,20,513.0
11,2,15,2,1,2,49.0,9,235.0
9,0,6,9,1,2,94.0,16,480.0
2,0,6,16,1,2,75.0,33,460.0
2,1,18,2,1,3,44.0,23,255.0
1,1,29,9,1,2,76.0,16,375.0
9,1,25,41,1,0,191.0,20,730.0
12,1,19,16,1,3,100.0,24,650.0
13,1,21,16,1,2,120.0,21,826.0
9,0,5,9,1,2,55.0,41,299.0
7,1,24,9,1,3,88.0,21,482.0
9,1,18,17,1,3,168.0,15,1300.0
11,1,16,9,1,1,88.0,9,382.0
13,1,16,9,1,2,63.0,25,350.0
3,1,16,9,1,3,100.0,15,610.0
9,1,6,25,1,1,183.0,12,1300.0
2,1,24,17,1,3,161.0,19,919.0
9,2,6,9,1,3,57.0,32,310.0
9,2,21,9,1,3,100.0,14,568.0
9,1,15,25,1,0,208.0,17,1230.0
12,1,26,2,1,3,47.0,13,238.0
7,2,12,2,1,0,84.0,18,430.0
7,1,24,2,1,3,68.0,21,428.0
4,1,18,1,1,0,34.0,31,225.0
2,2,27,9,1,0,92.0,27,578.0
7,1,19,9,1,2,111.0,19,480.0
2,1,24,17,1,0,145.0,20,870.0
12,2,30,9,1,2,94.0,18,565.0
3,0,6,9,1,2,63.0,31,275.0
11,2,20,10,1,2,88.0,15,530.0
11,1,24,9,1,2,70.0,25,423.0
9,1,12,10,1,3,89.0,10,641.0
13,1,15,17,1,3,159.0,14,1050.0
9,1,15,17,1,3,163.0,12,1075.0
7,1,24,9,1,2,92.0,15,630.0
12,0,6,9,1,2,50.0,35,285.0
0,1,27,2,1,3,84.0,11,400.0
13,0,6,16,1,2,54.0,31,450.0
1,2,19,16,1,2,99.0,24,680.0
7,1,18,2,1,0,44.0,26,275.0
11,1,24,10,1,3,94.0,17,575.0
9,1,11,17,1,2,127.0,15,780.0
9,1,7,17,1,3,134.0,11,1200.0
9,2,6,17,1,2,112.0,21,440.0
9,1,9,17,1,3,135.0,14,940.0
9,2,11,9,1,2,87.0,14,550.0
7,2,6,9,1,3,54.0,32,315.0
9,1,11,10,1,3,112.0,14,725.0
7,2,16,9,1,2,58.0,11,325.0
3,0,6,9,1,0,52.0,32,315.0
2,1,25,9,1,0,69.0,31,455.4
9,1,12,16,1,3,89.0,10,610.0
12,1,16,16,1,2,68.0,29,378.0
9,2,24,24,1,2,166.0,19,1100.0
13,2,24,16,1,2,176.0,19,850.0
0,2,6,9,1,3,50.0,32,283.0
9,1,10,17,1,3,125.0,13,855.0
2,2,6,9,1,3,66.0,29,365.0
9,1,24,16,1,2,83.0,21,408.0
13,2,20,9,1,3,123.0,17,750.0
0,2,19,9,1,2,105.0,19,490.0
9,1,18,16,1,3,115.0,17,660.0
1,1,24,9,1,3,82.0,17,575.0
13,1,28,9,1,3,63.0,27,378.0
9,2,16,16,1,2,133.0,15,690.0
12,1,25,9,1,2,90.0,20,500.0
7,2,20,10,1,3,78.0,12,650.0
2,0,6,10,1,2,100.0,23,575.0
13,1,18,16,1,3,87.0,23,509.0
9,1,21,10,1,3,112.0,16,719.0
9,2,6,9,1,3,59.0,38,325.0
3,0,6,9,1,2,77.0,19,475.0
1,1,16,16,1,2,89.0,19,485.0
7,2,20,9,1,3,79.0,12,674.0
9,1,12,9,1,2,107.0,16,755.0
7,2,6,9,1,2,61.0,33,350.0
7,2,18,33,1,3,306.0,20,1200.0
9,1,19,17,1,3,158.0,15,1180.0
13,1,29,9,1,2,68.0,11,380.0
7,1,24,9,1,2,109.0,19,590.0
9,1,12,10,1,3,89.0,10,641.0
4,1,11,9,1,2,61.0,18,330.0
9,0,6,9,1,3,73.0,24,430.0
13,1,15,17,1,3,159.0,14,1050.0
9,1,15,17,1,3,163.0,12,1075.0
9,1,12,17,1,0,119.0,14,950.0
9,0,6,10,1,2,100.0,19,465.0
2,1,25,9,1,2,110.0,21,575.0
3,2,4,16,1,2,119.0,17,445.0
13,2,24,9,1,2,87.0,20,425.0
9,0,7,16,1,2,117.0,21,659.0
13,1,22,33,1,3,224.0,21,1030.0
13,1,24,9,1,2,86.0,19,540.0
2,1,24,10,1,3,86.0,20,540.0
9,0,6,9,1,1,48.0,36,266.0
9,1,9,16,1,2,145.0,19,720.0
9,2,6,9,1,2,92.0,17,550.0
9,1,17,16,1,0,140.0,14,925.0
3,1,11,17,1,3,130.0,16,950.0
2,1,24,16,1,0,113.0,17,680.0
13,1,24,9,1,3,95.0,14,619.0
9,1,20,17,1,2,155.0,14,800.0
7,1,12,16,1,2,78.0,29,489.0
9,1,24,16,1,3,88.0,27,500.0
7,0,6,9,1,2,67.0,26,368.0
13,1,27,2,1,3,76.0,15,464.0
2,1,24,2,1,2,68.0,17,395.0
13,1,22,9,1,2,86.0,18,338.0
9,1,14,10,1,3,114.0,15,670.0
1,2,6,9,1,2,48.0,31,218.0
0,1,16,9,1,2,64.0,20,395.0
12,1,30,10,1,3,92.0,20,635.0
9,2,6,10,1,2,97.0,20,455.0
9,0,6,17,1,2,132.0,25,600.0
9,2,5,25,1,3,169.0,17,1100.0
13,2,21,17,1,2,123.0,17,850.0
12,2,25,9,1,3,95.0,20,580.0
4,1,24,1,1,2,42.0,17,256.0
7,2,21,1,1,0,49.0,14,225.0
9,2,17,17,1,2,138.0,20,920.0
7,1,24,10,1,3,81.0,17,530.0
9,2,6,17,1,3,138.0,16,942.0
2,2,28,9,1,2,105.0,15,550.0
3,2,12,9,1,2,72.0,18,349.0
9,1,6,17,1,3,147.0,12,1150.0
9,2,6,16,1,0,87.0,25,450.0
9,0,6,16,1,0,114.0,26,565.0
10,2,16,16,1,3,87.0,28,480.0
7,2,15,2,1,3,74.0,14,410.0
9,2,14,9,1,3,112.0,17,559.0
4,2,24,2,1,2,65.0,19,380.0
11,2,6,2,1,2,45.0,26,247.0
1,2,23,2,1,2,66.0,17,420.0
12,2,30,10,1,2,92.0,20,639.0
9,2,27,16,1,0,122.0,27,685.0
9,2,6,9,1,3,89.0,18,535.0
9,0,6,16,1,2,82.0,23,450.0
9,1,20,17,1,3,155.0,14,840.0
13,2,24,9,1,2,87.0,20,425.0
12,2,20,16,1,3,114.0,21,610.0
9,2,6,9,1,2,81.0,24,328.0
9,2,6,10,1,3,87.0,23,470.0
7,2,18,9,1,2,83.0,20,461.5
2,1,27,9,1,2,65.0,27,435.0
9,0,6,9,1,2,56.0,31,330.0
13,2,18,16,1,3,134.0,18,644.0
9,2,6,17,1,3,118.0,19,697.0
9,2,6,9,1,2,80.0,23,410.0
9,0,6,9,1,2,53.0,31,278.0
2,1,26,9,1,3,65.0,31,425.0
7,1,24,9,1,3,101.0,20,620.0
2,2,20,16,1,2,122.0,14,578.0
4,2,10,2,1,3,47.0,18,278.0
9,1,13,33,1,2,269.0,20,1650.0
11,2,20,2,1,3,67.0,16,449.0
0,1,22,2,1,3,66.0,15,380.0
9,0,6,25,1,3,151.0,22,562.0
7,1,24,2,1,2,57.0,18,350.0
9,1,18,33,1,3,199.0,13,1750.0
9,2,19,2,1,3,68.0,13,600.0
11,1,16,2,1,3,77.0,13,430.0
11,1,22,2,1,2,81.0,19,388.0
9,2,20,9,1,2,88.0,10,590.0
13,1,30,2,1,2,71.0,18,406.0
9,1,15,9,1,3,90.0,14,645.0
9,0,6,17,1,3,141.0,19,770.0
11,1,14,9,1,2,67.0,15,366.0
12,2,29,9,1,2,89.0,16,410.0
12,2,20,9,1,2,77.0,23,385.0
2,1,18,16,1,2,91.0,23,490.0
1,1,20,9,1,3,84.0,15,570.0
7,1,28,2,1,2,72.0,16,365.0
9,0,6,16,1,2,114.0,26,580.0
9,2,6,9,1,2,67.0,28,360.0
1,1,23,9,1,2,93.0,14,465.0
9,2,23,17,1,3,119.0,17,670.0
9,2,21,9,1,2,89.0,17,450.0
3,1,30,9,1,2,98.0,14,510.0
7,0,6,9,1,3,96.0,17,575.0
9,0,7,16,1,2,83.0,22,415.0
2,1,24,2,1,2,65.0,20,430.0
9,2,6,16,1,2,65.0,31,340.0
2,0,6,16,1,3,75.0,29,378.0
9,0,7,16,1,2,120.0,23,700.0
7,2,20,9,1,2,62.0,33,372.0
3,2,13,9,1,3,80.0,23,430.0
7,2,28,9,1,2,70.0,6,337.0
9,1,14,9,1,2,66.0,23,390.0
13,1,25,9,1,3,72.0,21,518.0
9,0,6,16,1,2,111.0,19,450.0
2,1,26,9,1,3,86.0,21,530.0
7,1,13,9,1,2,99.0,13,570.0
2,1,20,9,1,2,98.0,21,535.0
12,2,16,9,1,3,82.0,10,430.0
9,1,17,10,1,2,124.0,20,850.0
0,1,21,3,1,3,71.0,16,428.0
0,1,17,9,1,2,89.0,15,566.0
13,1,23,9,1,3,91.0,17,528.0
9,2,6,9,1,3,57.0,33,354.0
9,0,6,9,1,2,75.0,19,530.0
12,1,23,16,1,3,121.0,19,700.0
11,1,16,1,1,3,45.0,14,275.9
13,2,24,9,1,2,80.0,22,460.0
9,0,5,9,1,2,54.0,29,255.0
1,1,24,9,1,3,82.0,17,580.0
2,2,6,9,1,2,79.0,24,308.0
9,2,6,9,1,2,52.0,32,350.0
7,2,22,9,1,3,89.0,10,472.0
7,1,12,16,1,3,91.0,16,700.0
9,2,9,9,1,3,98.0,14,685.0
0,1,16,1,1,3,36.0,10,248.0
2,2,25,2,1,2,72.0,20,390.0
7,2,13,1,1,0,50.0,17,251.0
9,1,12,16,1,2,132.0,17,650.0
13,1,10,9,1,2,104.0,17,600.0
12,1,16,2,1,2,53.0,16,325.0
2,2,24,16,1,2,121.0,17,850.0
9,0,7,17,1,3,141.0,25,598.0
2,1,22,9,1,3,106.0,20,610.0
7,1,8,9,1,2,98.0,16,570.0
11,2,20,2,1,2,72.0,11,468.0
9,0,6,10,1,3,100.0,18,590.0
9,2,6,9,1,3,96.0,16,538.0
7,1,22,9,1,3,93.0,10,880.0
9,0,6,32,1,2,176.0,25,698.0
7,1,24,10,1,3,83.0,17,585.0
7,1,18,9,1,3,99.0,16,565.0
9,2,21,16,1,3,125.0,14,880.0
11,1,24,9,1,3,91.0,13,390.0
9,0,6,17,1,2,113.0,16,650.0
9,0,6,16,1,2,122.0,19,530.0
9,1,12,9,1,2,100.0,15,580.0
3,1,22,9,1,3,107.0,14,400.0
3,0,6,16,1,2,93.0,23,360.0
9,1,21,10,1,2,113.0,14,795.0
2,1,24,9,1,2,107.0,16,625.0
9,2,6,16,1,3,91.0,24,380.0
9,1,16,9,1,3,85.0,16,445.0
9,2,9,25,1,2,179.0,19,1168.0
9,1,12,26,1,3,179.0,18,720.0
7,2,20,2,1,0,68.0,18,355.0
9,1,7,17,1,3,230.0,11,1850.0
10,1,22,16,1,3,115.0,17,630.0
7,2,21,17,1,0,126.0,15,740.0
7,0,11,2,1,2,57.0,11,310.0
9,2,6,9,1,2,58.0,26,305.0
7,1,13,9,1,2,99.0,13,570.0
11,2,21,16,1,2,101.0,17,510.0
13,2,24,16,1,2,99.0,22,627.0
13,1,27,9,1,3,92.0,13,629.0
9,1,10,9,1,2,93.0,11,465.0
1,2,20,9,1,2,79.0,13,695.0
7,2,19,9,1,3,104.0,13,937.0
9,1,16,9,1,2,110.0,20,720.0
1,1,24,9,1,2,65.0,22,334.0
0,2,19,9,1,2,72.0,20,410.0
9,0,6,16,1,2,64.0,31,310.0
0,2,25,2,1,3,77.0,12,510.0
1,0,6,9,1,2,56.0,31,305.0
9,1,10,17,1,3,120.0,16,790.0
9,2,30,9,1,2,80.0,6,378.0
7,2,22,9,1,2,98.0,17,595.0
11,1,18,9,1,2,92.0,21,518.0
9,1,9,10,1,3,81.0,21,400.0
9,2,6,16,1,2,68.0,34,430.0
2,1,21,10,1,3,93.0,15,550.0
7,1,10,16,1,2,122.0,16,690.0
9,0,7,25,1,2,163.0,19,630.0
2,1,25,9,1,0,68.0,29,470.0
2,1,30,2,1,3,70.0,18,400.0
1,2,24,10,1,3,102.0,20,650.0
3,2,6,25,1,2,130.0,21,720.0
13,1,9,10,1,3,99.0,14,680.0
0,1,14,9,1,2,64.0,25,335.0
9,2,17,9,1,3,97.0,17,549.0
7,1,11,9,1,3,105.0,15,495.0
9,1,10,10,1,2,110.0,18,770.0
9,2,16,9,1,3,90.0,10,528.0
9,2,11,17,1,3,142.0,19,718.0
13,1,30,17,1,3,104.0,20,720.0
9,1,14,16,1,2,137.0,19,636.0
9,1,14,10,1,2,124.0,16,637.0
